characterID,name
1009417,Magneto
1013483,Nakia (Nakia)
1017583,Devil Dinosaur (Devil Dinosaur)
1009332,H.E.R.B.I.E.
1009297,Falcon
1009399,Legion
1009165,Avengers
1010813,Celestials
1009376,Jocasta
1009189,Black Widow
1011299,Guardians of the Galaxy
1011490,Hank Pym
1009214,Cable
1009265,Dark Phoenix
1010747,Runaways
1011001,Daken
1009406,Lockjaw
1009338,Hawkeye
1009478,Cassandra Nova
1011223,Skaar
1011227,Amadeus Cho
1017078,Nova (Sam Alexander)
1016181,Spider-Man (Miles Morales)
1009447,Mister Sinister
1010359,The Hand
1009524,Quicksilver
1009562,Scarlet Witch
1009274,Diamondback (Rachel Leighton)
1009577,Shang-Chi
1009212,Bullseye
1009197,Blink
1009294,Exiles
1010704,Iron Lad
1010763,Gamora
1009480,Odin
1009389,Kingpin
1011020,Darkhawk
1011336,New Mutants
1009391,Kraven the Hunter
1011023,Defenders
1009280,Dormammu
1009473,Nightmare
1009707,Wasp
1009224,Captain Marvel (Mar-Vell)
1009229,Frank Castle
1009639,Super-Skrull
1009440,Mephisto
1011060,Ego
1009632,Stryfe
1011030,Prodigy
1011348,Ricochet
1009504,Professor X
1010324,Victor Von Doom
1009420,Man-Thing
1010861,Scarecrow (Ebenezer Laughton)
1009187,Black Panther
1009239,Clea
1009390,Klaw
1009167,Bruce Banner
1017576,Thor (Goddess of Thunder)
1010756,Champions
1010701,Elsa Bloodstone
1009303,Fin Fang Foom
1011285,Generation X
1009387,Quentin Quire
1009185,Black Cat
1011367,Dark Avengers
1009708,Mary Jane Watson
1009325,Norman Osborn
1011300,High Evolutionary
1009697,Vision
1009719,Wonder Man
1011298,Armor (Hisako Ichiki)
1016825,Ultimate Spider-Man (USM)
1009153,Angel (Warren Worthington III)
1009362,Iceman
1009573,Shadow King
1009256,Cyber
1009385,Karnak
1009415,Magik (Illyana Rasputin)
1014528,Quake (Daisy Johnson)
1010329,Jane Foster
1009180,Beta-Ray Bill
1011428,Hope Summers
1011305,Maximus
1009487,Iron Patriot
1009372,J. Jonah Jameson
1009699,Vulture (Adrian Toomes)
1009190,Blackheart
1017574,Angela (Aldrif Odinsdottir)
1009663,Venom (Flash Thompson)
1011346,Ben Reilly
1011288,Jackal
1009408,Longshot
1009580,Shatterstar
1009195,Blastaar
1010799,Frightful Four
1010744,Rocket Raccoon
1009398,Leader
1009583,She-Hulk (Jennifer Walters)
1009170,Baron Zemo (Heinrich Zemo)
1009211,Bucky
1009685,Ultron
1011104,Pride
1009172,Batroc the Leaper
1010735,Drax
1009477,Nova
1009144,A.I.M.
1011312,Korvac
1010726,M.O.D.O.K.
1009483,Onslaught
1011101,Butterfly
1011016,Darwin
1011068,M (Monet St. Croix)
1009413,Madrox
1009499,Polaris
1009542,Rictor
1009717,Wolfsbane
1010739,X-Factor Investigations
1010366,Boom Boom
1009309,Forge
1011086,Nemesis
1009724,X-Force
1009538,Iron Patriot (James Rhodes)
1009494,Pepper Potts
1009692,Toxin (Eddie Brock)
1009184,Black Bolt
1009459,Mr. Fantastic
1009182,Bishop
1009301,Fantomex
1009513,Puck
1009614,Spiral (Rita Wayword)
1009578,Shanna the She-Devil
1016452,Spider-Man (Ai Apaec)
1009631,Sue Storm
1009682,U.S. Agent
1009740,Arnim Zola
1010803,Ultimates
1011006,Wolverine (Ultimate)
1011335,Maria Hill
1009148,Absorbing Man
1009405,Lockheed
1009608,Spider-Woman (Jessica Drew)
1009539,Franklin Richards
1009525,Valeria Richards
1009588,Sif
1009384,Kang
1011297,Agent Brand
1009675,Tombstone
1011056,Multiple Man
1011035,Satana
1009223,Captain Britain
1010771,Excalibur
1009156,Apocalypse
1009636,Sunfire
1009536,Cecilia Reyes
1011386,Karma
1009465,Mystique
1009476,Northstar
1009703,Warbird
1009276,Doctor Octopus
1010809,Clint Barton
1009427,Marvel Boy
1011424,Miss America
1009714,Wiccan
1010698,Young Avengers
1009495,Pestilence
1009626,Stick
1009670,Tigra (Greer Nelson)
1011052,Cardiac
1010969,Sabretooth (Age of Apocalypse)
1010743,Groot
1010907,Dark Beast
1009343,Hercules
1010777,James Howlett
1009555,Sage
1011291,Blindfold
1011051,Strong Guy
1011242,Screwball
1009720,Wong
1011323,Sentinels
1009470,Foggy Nelson
1009648,Taskmaster
1009452,Moon Knight
1009279,Doop
1011027,Captain Universe
1010890,Deathlok
1010746,Nico Minoru
1011376,Reptil
1010802,Ant-Man (Eric O'Grady)
1009209,Brotherhood of Evil Mutants
1009233,Chamber
1011179,Pixie
1009627,Stilt-Man (Wibur Day)
1010935,Iron Man (Ultimate)
1009624,Tony Stark
1009261,Carol Danvers
1009181,Big Wheel
1010371,Boomerang
1009585,Shocker (Herman Schultz)
1011032,Speed Demon
1010758,Illuminati
1009616,Spot
1009191,Blade
1010719,Daimon Hellstrom
1009318,Ghost Rider (Johnny Blaze)
1009159,Archangel
1010906,Baron Zemo (Helmut Zemo)
1011307,Star Brand
1010785,Echo
1009208,Brood
1010738,X-Factor
1009590,Silver Sable
1009568,Selene
1017575,Captain America (Sam Wilson)
1009537,Rhino
1009357,Husk
1010370,Alpha Flight
1011076,Grandmaster
1011220,Mockingbird
1009448,Mojo
1009171,Bastion
1009340,Hellfire Club
1009581,Sebastian Shaw
1009288,Elektra
1009304,Firebrand
1011022,Super-Adaptoid
1010913,Captain America (Ultimate)
1009227,Carnage
1010926,Giant-Man (Ultimate)
1010699,Aaron Stack
1009382,Juggernaut
1010851,Mach IV
1010347,Mr. Hyde
1010693,Songbird
1010360,Thunderbolts
1011090,Brother Voodoo
1011360,Red Hulk
1009360,Hydro-Man
1009317,Genesis
1010325,Betty Brant
1011128,Venom (Ultimate)
1011328,Maestro
1009164,Avalanche
1009198,Blizzard
1011317,Ezekiel Stane
1009421,Mandarin
1010348,Whirlwind
1009553,Sabra
1011070,Slayback
1009320,Giant Man
1010450,Lightspeed
1010853,White Tiger (Angela Del Toro)
1009545,Robbie Robertson
1009366,Invisible Woman
1009412,Madame Hydra
1011244,Mr. Negative
1009619,Gwen Stacy
1009329,Ben Grimm
1009199,Blob
1011398,Romulus
1009509,Madelyne Pryor
1011258,Carlie Cooper
1011270,ClanDestine
1011268,Cuckoo
1010917,Colossus (Ultimate)
1011102,Human Torch (Ultimate)
1010933,Iceman (Ultimate)
1010966,Rogue (Ultimate)
1009244,Curt Conners
1011100,Layla Miller
1011234,Prince of Orphans
1011436,Red She-Hulk
1009315,Gateway
1009436,Mauler
1009284,Dum Dum Dugan
1010373,Howard The Duck
1011002,Marvel Zombies
1009491,Peter Parker
1011112,The Twelve
1009683,Uatu The Watcher
1009596,Banshee (Theresa Rourke)
1011343,Jamie Braddock
1011024,Invaders
1011265,Sinister Six
1009489,Ben Parker
1009490,May Parker
1009453,Dani Moonstar
1009416,Magma (Amara Aquilla)
1009638,Sunspot
1011287,Warlock (Technarchy)
1009725,X-Man
1010791,Sub-Mariner
1010696,Union Jack (Joseph Chapman)
1009520,Purple Man
1011960,Tippy Toe
1009292,Emplate
1009334,Hammerhead
1009146,Abomination (Emil Blonsky)
1009548,Betty Ross
1009275,Doc Samson
1009449,Mole Man
1014812,Thunderbolt Ross
1009158,Arcade
1009188,Black Tom
1010683,New Warriors
1014858,Spider-Man (Ben Reilly)
1010836,Alex Power
1011251,Jack Power
1011250,Katie Power
1010770,Power Pack
1011207,Purifiers
1009255,Crystal
1009438,Medusa
1010705,Spectrum
1010335,Triton
1009219,Cannonball
1009523,Quasar (Phyla-Vell)
1011418,X-Babies
1011389,Frog Thor
1010964,Quicksilver (Age of Apocalypse)
1011007,Nick Fury (Ultimate)
1009249,Count Nefaria
1009558,Sandman
1010754,Chase Stein
1011066,Victor Mancha
1011005,Hulk (Ultimate)
1010950,Mr. Fantastic (Ultimate)
1011025,Thor (Ultimate)
1010352,Madame Masque
1009445,Mimic
1011133,Weapon Omega
1011188,Deena Pilgrim
1009669,Tiger Shark
1010812,John Jameson
1009464,Mysterio
1011131,Hawkeye (Ultimate)
1010732,Master Chief
1010971,Scarlet Witch (Ultimate)
1010932,Human Torch (Jim Hammond)
1011119,"Bob, Agent of Hydra"
1009269,Death
1010369,Typhoid Mary
1009684,Ultimatum
1011399,Meggan
1009295,Exodus
1009196,Johnny Blaze
1011036,Living Mummy
1010765,Werewolf By Night
1010796,Madame Web (Julia Carpenter)
1010925,Ghost Rider (Daniel Ketch)
1010927,Goliath (Bill Foster)
1009702,Rhodey
1010778,Quasar (Wendell Vaughn)
1011416,Blonde Phantom
1009287,Electro
1011357,Karen Page
1011028,Owl
1010963,Quicksilver (Ultimate)
1009324,Gorgon
1011327,Lady Bullseye
1011421,Lethal Legion
1009534,Red Ghost
1010904,Magus (Adam Warlock)
1009434,Mastermind
1009673,Toad
1010852,Two-Gun Kid
1009633,William Stryker
1009570,Sentinel
1011233,Fat Cobra
1010731,Gorilla Man
1009651,Terrax
1009380,Joseph
1010695,Surge
1014994,Gwen Stacy (Ultimate)
1011203,Mary Jane Watson (Ultimate)
1009696,Viper
1010873,Paladin
1010760,Justice
1009271,Destiny
1009468,Namora
1011138,Beyonder
1010344,Ronan
1009157,Spider-Girl (Anya Corazon)
1011420,Grey Gargoyle
1010326,Steve Rogers
1011368,Secret Warriors
1010677,Dracula
1011353,Cosmo (dog)
1010749,Gertrude Yorkes
1010691,Molly Hayes
1010882,Old Lace
1010745,Sister Grimm
1010753,Talkback (Chase Stein)
1010351,Hellcat (Patsy Walker)
1009266,Darkstar
1010837,Red Wolf
1010782,Ben Urich
1010783,Kat Farrell
1010357,Patch
1010358,Ulik
1010884,Wrecker
1009493,Penance (Robert Baldwin)
1010823,Cloud 9
1009306,Firestar
1010702,Gravity
1010821,Hardball
1010820,Thor Girl
1011081,Ka-Zar
1011326,Randall Flagg
1009695,Vindicator
1011318,Iron Fist (Bei Bang-Wen)
1011103,Doctor Doom (Ultimate)
1010781,Roland Deschain
1010773,Arachne
1009496,Jean Grey
1015239,Avengers (Ultimate)
1009321,Gladiator (Kallark)
1011414,Loa
1011392,She-Hulk (Lyra)
1010669,Titania
1011356,Frankenstein's Monster
1010349,Nighthawk
1009572,Serpent Society
1010689,Doctor Spectrum
1011059,Living Tribunal
1009576,Shaman
1009606,Snowbird
1010832,Gargoyle
1010759,Heroes For Hire
1010670,Frog-Man
1010880,Fixer (Paul Norbert Ebersol)
1009686,Umar
1010681,Mercury
1010692,Rockslide
1009547,Natasha Romanoff
1010788,Venom (Mac Gargan)
1010942,Magik (Amanda Sefton)
1011766,Azazel (Mutant)
1009543,Riptide
1010944,Magneto (Age of Apocalypse)
1010967,Rogue (Age of Apocalypse)
1010976,Silver Samurai (Age of Apocalypse)
1010981,Sunfire (Age of Apocalypse)
1010994,Wild Child (Age of Apocalypse)
1010365,Nebula
1009660,The Stranger
1011339,Blue Marvel
1011105,Jimmy Woo
1009661,The Watchers
1009533,Reavers
1011313,Ender Wiggin
1009435,Alicia Masters
1009475,Nomad
1009291,Empath
1009236,Lila Cheney
1011364,Magus (Technarch)
1009163,Aurora
1010784,Ares
1009328,Grim Reaper
1011212,Sugar Man
1011354,Barracuda
1009424,Marauders
1009742,Zzzax
1012295,Spider-Man (Noir)
1015280,Super Hero Squad
1011003,Thaddeus Ross
1011222,Firestar (Ultimate)
1010946,Jean Grey (Ultimate)
1011129,Mystique (Ultimate)
1010968,Sabretooth (Ultimate)
1010862,Unicorn
1011388,Pet Avengers
1010362,Moonstone
1011236,Bride of Nine Spiders (Immortal Weapons)
1011235,Dog Brother #1
1011237,Tiger's Beautiful Daughter
1009364,Impossible Man
1011072,Edwin Jarvis
1009379,Rick Jones
1009680,Tyrannus
1010922,Electro (Ultimate)
1009462,Mr. X
1010737,Wraith
1011099,Mentallo
1011396,Angel (Thomas Halloway)
1011309,Toro (Thomas Raymond)
1011371,Henry Peter Gyrich
1009206,Box
1009253,Crule
1011293,Ink
1011167,Ser Duncan
1009723,X-Cutioner
1009738,Zaladane
1009511,Psycho-Man
1010345,Sersi
1009169,Baron Strucker
1011187,Christian Walker
1011189,Retro Girl
1010921,Doctor Octopus (Ultimate)
1010818,Komodo (Melati Kusuma)
1010908,Beast (Ultimate)
1010918,Cyclops (Ultimate)
1010943,Magneto (Ultimate)
1010978,Storm (Ultimate)
1009410,Moira MacTaggert
1010667,Jessica Drew
1009532,Reaper
1010361,Meteorite
1011259,Jackpot
1009561,Sauron
1009488,Ozymandias
1011013,Fantastic Four (Ultimate)
1011037,Deathcry
1009641,Swordsman
1010996,Yellowjacket (Rita DeMara)
1010330,Donald Blake
1010350,Valkyrie (Samantha Parrington)
1011400,H.A.M.M.E.R.
1009154,Annihilus
1009486,Harry Osborn
1009316,Gauntlet (Joseph Green)
1009355,Hulkling
1009492,Patriot
1010833,Speed
1010828,Stature
1009735,Mariko Yashida
1011078,Starjammers
1009347,Hobgoblin (Roderick Kingsley)
1009605,Spencer Smythe
1011390,Redwing
1010694,Speedball (Robert Baldwin)
1010910,Black Cat (Ultimate)
1011427,Nomad (Rikki Barnes)
1010797,Nitro
1011206,Doctor Faustus
1010678,Hellion
1010811,Man-Wolf
1009451,Moondragon
1014873,Spider-Man (2099)
1009650,Tempest
1009574,Shadowcat
1009345,Hitman
1011107,Deviants
1010807,Eternals
1009519,Puppet Master
1009734,Xorn (Kuan-Yin Xorn)
1010775,James Buchanan Barnes
1010671,Enchantress (Amora)
1009251,Crimson Dynamo
1009273,Diablo
1010911,Black Widow (Ultimate)
1010915,Captain Britain (Ultimate)
1009666,Thunderbird (John Proudstar)
1010982,Swordsman (Jaques Duquesne)
1011391,Hairball
1011080,Korg
1011053,Maelstrom
1010334,Quasimodo
1011116,Killraven
1011321,Paper Doll
1009234,Chameleon
1011246,Hypno-Hustler
1011257,Lily Hollister
1011241,Menace
1011240,Freak
1010353,Vermin (Edward Whelan)
1010780,Zemo
1011082,Elixir
1009469,Namorita
1010687,Black Tarantula
1011333,Dakota North
1009721,John Wraith
1009213,Bushwacker
1010892,Rawhide Kid
1010794,Spider-Woman (Mattie Franklin)
1011148,Kree
1010876,Mongoose
1010883,Wrecking Crew
1011057,Slapstick
1009591,Silver Samurai
1011084,Starfox
1011093,Shi'Ar
1009630,Johnny Storm
1011199,Ezekiel
1011432,Enchantress (Sylvie Lushton)
1010887,Bulldozer
1010886,Piledriver
1010885,Thunderball
1009186,Black Knight (Sir Percy of Scandia)
1011304,Thundra
1010934,Invisible Woman (Ultimate)
1010983,Thing (Ultimate)
1011226,War Machine (Ultimate)
1011130,Black Panther (Ultimate)
1011239,Valkyrie (Ultimate)
1010716,Zarda
1010715,The Hood
1011198,Agents of Atlas
1011048,Scalphunter
1010790,Scorpion (Carmilla Black)
1010829,Bengal
1009245,Constrictor
1010817,Rage
1010774,Daily Bugle
1011387,Dark X-Men
1009179,Beetle (Abner Jenkins)
1009628,Stingray (Walter Newell)
1009672,Titanium Man (Topolov)
1009302,Fenris
1011369,Phil Sheldon
1009645,Glenn Talbot
1011045,Photon
1011243,Mandrill
1011038,Bug
1009497,Alexander Pierce
1009594,Silvermane
1009272,Detective Soap
1011044,Hellions (Squad)
1011301,Anole
1009285,Dust
1011260,Dexter Bennett
1009411,Mad Thinker
1010998,The Initiative
1011279,Masters of Evil
1010822,Trauma
1009374,Jigsaw
1011061,Eternity
1011041,Great Lakes Avengers
1011347,Spider-Ham (Larval Earth)
1011202,Ord
1009565,Scourge
1010847,Ultragirl (Earth-93060)
1009715,Wild Child
1010993,Mary Jane Watson (House of M)
1009402,Lilandra
1011358,Doctor Strange (Ultimate)
1014992,Dormammu (Ultimate)
1010984,Union Jack (Montgomery Falsworth)
1011365,Vanisher (Telford Porter)
1011329,Omega Sentinel
1009237,Chimera
1010893,Kid Colt
1011394,Shiver Man
1011393,She-Hulk (Ultimate)
1011311,Ultimo
1010868,Firebird
1011373,Sons of the Tiger
1011295,The Howling Commandos
1010919,Daredevil (Ultimate)
1010929,Green Goblin (Ultimate)
1014995,Hammerhead (Ultimate)
1011218,Harry Osborn (Ultimate)
1014998,Moon Knight (Ultimate)
1010855,Solo (James Bourne)
1009507,Prowler
1011075,Swarm
1009152,Ancient One
1009305,Firelord
1010752,Karolina Dean 
1011413,Iron Fist (Quan Yaozu)
1011403,"Lei Kung, The Thunderer"
1010889,Steel Serpent (Davos)
1011345,Tinkerer
1010722,Human Robot
1011106,Venus (Siren)
1011132,Blob (Ultimate)
1014973,Brotherhood of Mutants (Ultimate)
1009522,Pyro
1010992,Wasp (Ultimate)
1010814,Squadron Supreme (Earth-712)
1010363,Logan
1010985,Union Jack (Brian Falsworth)
1011011,Vulcan (Gabriel Summers)
1011277,Young X-Men
1010143,Caretaker
1009423,Manta
1011184,Mentor
1009603,Smasher (Vril Rokk)
1009621,Starbolt
1011320,M.O.D.O.G.
1011019,Molecule Man
1009290,Elite
1009418,Ma Gnuci
1009541,Molly Von Richtofen
1009403,Liz Osborn
1011370,Molten Man
1009506,Proudstar
1010707,Nuke
1011062,Stranger
1011213,Feral
1011054,Spider-Man (1602)
1010762,Pip
1009349,Holocaust (Age of Apocalypse)
1009501,Post
1011334,3-D Man
1010945,Magneto (House of M)
1011352,True Believers
1010346,Controller
1009207,GW Bridge
1011350,Marvel Apes
1011074,Lilith
1009687,Unus
1011114,Spider-Man (Marvel Zombies)
1009433,Master Mold
1010888,Iron Fist (Orson Randall)
1009710,Wendigo
1009526,Radioactive Man
1009216,Caliban
1009425,Marrow
1009643,Synch
1009439,Meltdown
1010901,Stephen Strange
1011325,Salem's Seven (Ultimate)
1011289,Killmonger
1009484,Oracle
1011261,Vin Gonzales
1009620,Obadiah Stane
1010795,Spider-Woman (Charlotte Witter)
1011124,Nightshade
1011026,Mantis
1011404,Jeryn Hogarth
1011294,The Enforcers
1010980,Franklin Storm
1015007,Dreaming Celestial
1010725,Makkari
1011122,Elloe Kaifi
1010703,Hiroim
1011121,Warbound
1009205,Boomer
1009298,Famine
1009308,Forearm
1010767,Random
1009701,War (Abraham Kieros)
1009716,Wildside
1009544,Risque
1009579,Shard
1009529,Ilyana Rasputin
1009530,Mikhail Rasputin
1011208,Anthem
1011209,Calamity
1011210,Mulholland Black
1011232,Supernaut
1011018,The Order
1011231,Veda
1011375,Leper Queen
1015004,Thanos (Ultimate)
1010717,Debrii
1010826,MVP
1010827,Armory
1010684,Night Thrasher
1011402,Wendell Rand
1009210,Brute
1011221,Giant Girl
1010991,War Machine (Parnell Jacobs)
1009177,Bedlam
1009383,Garrison Kane
1011264,Blue Shield
1011269,Newton Destine
1010878,"Janus, the Nega-Man"
1015001,Shang-Chi (Ultimate)
1011283,Lords of Avalon
1011417,Marvex
1011419,Phantom Reporter
1011256,Gladiator (Melvin Potter)
1009446,Mister Fear
1011111,Fantastick Four
1010825,Triathlon
1009342,Hepzibah
1010896,Lyja
1010895,Sharon Ventura
1010779,Pete Wisdom
1009474,Nocturne
1011193,Kabuki
1011219,The Fury
1011411,Chores MacGillicudy
1011410,Confederates of the Curious
1011407,Contessa (Vera Vidal)
1011408,Lightning Lords of Nepal
1011405,Lucky Pierre
1011409,Nine-Fold Daughters of Xao
1011406,Shadu the Shady
1010757,Omega Flight
1011125,Ultra-Adaptoid
1011031,Agent X (Nijo)
1010713,Tarantula (Luis Alvarez)
1009330,Guardian
1009361,Hyperion (Earth-712)
1011046,Hedge Knight
1010916,Carnage (Ultimate)
1009200,Blockbuster
1009694,Vertigo (Savage Land Mutate)
1009514,Puma
1009232,Ch'od
1009247,Corsair
1009531,Raza
1010708,Pandemic
1010786,Jack Murdock
1009463,Matthew Murdock
1011338,Angel (Ultimate)
1014996,Hellfire Club (Ultimate)
1011337,Nightcrawler (Ultimate)
1010959,Proteus (Ultimate)
1015003,Stacy X (Ultimate)
1011009,Wind Dancer
1009667,Thunderbird (Neal Shaara)
1011412,Iron Fist (Wu Ao-Shi)
1009456,Morph
1010367,Masque
1011126,Sally Floyd
1010675,Humbug
1011055,Gideon
1010842,King Cobra
1009618,Stacy X
1010768,Loners
1011047,Turbo
1009286,Earthquake
1009358,Hussar
1009706,Warstar
1010956,Nova (Frankie Raye)
1009259,Damage Control
1010711,Santa Claus
1017317,Cable (Deadpool)
1010724,Maddog
1010766,Jack O' Lantern
1009679,Tyger Tiger
1010755,Alex Wilder
1010843,Big Bertha
1009584,Shiva
1011247,Dragon Lord
1010952,Mysterio (Francis Klum)
1010685,Nextwave
1009225,Captain Stacy
1010869,Masked Marvel (Unrevealed)
1010854,Living Lightning
1010864,Silverclaw
1011160,Supreme Intelligence
1010679,Julian Keller
1011042,Tag
1010955,Nomad (Steve Rogers)
1011154,Ravenous
1011095,Captain Marvel (Monica Rambeau)
1011147,Korath
1009601,Sleeper
1009174,Beak
1009260,Lorna Dane
1011271,New X-Men
1010673,Amphibian (Earth-712)
1010686,Arcana
1010688,Blur
1011064,Inertia
1010712,Shape
1009437,Maverick (Christoph Nord)
1011136,Air-Walker (Gabriel Lan)
1009597,Jasper Sitwell
1010734,Peter Quill
1009250,Countess
1011088,Morlun
1010914,Captain America (House of M)
1011117,Roughhouse
1016824,Ancient One (Ultimate)
1014999,Clea (Ultimate)
1010939,Lizard (Ultimate)
1015002,Skrulls (Ultimate)
1015005,Wong (Ultimate)
1015000,Reavers (Ultimate)
1011118,Hulk (Marvel Zombies)
1011087,Dead Girl
1010806,X-Statix
1011144,Glorian
1011161,Talos
1011149,Tana Nile
1010336,Atlas (Team)
1011029,Kulan Gath
1011157,Skreet
1011162,Tenebrous
1010924,Miek
1011181,Thena
1011183,Zuras
1011145,Lord Hawal
1011151,Praxagora
1011152,Preak
1011177,Forgotten One
1011155,Red Shift
1010764,Stardust
1011142,Devos
1011139,Cammi
1010445,Energizer
1009503,Prism
1010979,Storm (Age of Apocalypse)
1011137,Baroness S'Bak
1009322,Goblin Queen
1009442,Mesmero
1010690,Microbe
1009217,Callisto
1009150,Agent Zero
1010974,Shadowcat (Ultimate)
1011123,Omega the Unknown
1014997,Deathstrike (Ultimate)
1010958,Professor X (Ultimate)
1009676,Toxin
1011033,Joystick
1010923,Elektra (Ultimate)
1010954,Mystique (House of M)
1011063,In-Betweener
1011043,Wither
1009149,Abyss
1010903,Abyss (Age of Apocalypse)
1011211,The Renegades
1014905,Squadron Sinister
1014974,George Stacy (Ultimate)
1009736,Yellow Claw
1010970,Sabretooth (House of M)
1009690,Vargas
1009293,Erik the Red
1010830,Blazing Skull
1010819,Texas Twister
1009711,Whiplash (Mark Scarlotti)
1011040,Dinah Soar
1010879,Doorman
1010863,Flatman
1010840,Mr. Immortal
1011039,Centennial
1011085,Major Mapleleaf
1010962,Puck (Zuzha Yu)
1009598,Skin
1009278,Doomsday Man
1009587,Shriek
1010975,Shadowcat (Age of Apocalypse)
1010810,Kate Bishop
1010776,Danny Rand
1009517,Punisher (2099)
1011096,Captain Marvel (Genis-Vell)
1011097,Captain Marvel (Phyla-Vell)
1010867,Magdalene
1009160,Arclight
1009336,Harpoon
1009242,Malcolm Colcord
1010741,Phyla-Vell
1010697,Virginia Dare
1009589,Silver Fox
1009657,The Professor
1010881,Blacklash
1011067,Wild Pack
1010937,Josiah X
1009693,Venus Dee Milo
1011314,Junta
1016823,Abomination (Ultimate)
1014993,Forge (Ultimate)
1009348,Happy Hogan
1009311,Rumiko Fujikawa
1010947,Maverick (Chris Bradley)
1011397,Killer Shrike
1009231,Cerebro
1009653,The Anarchist
1009698,Vivisector
1010672,Amora
1011092,Leech
1009414,Maggott
1009689,Vanisher (Ultimate)
1009173,Battering Ram
1009202,Bloke
1009392,La Nuit
1009485,Orphan
1009498,Plazm
1009681,U-Go Girl
1010328,Tomorrow Man
1009502,Pretty Boy
1009600,Skullbuster (Cylla Markham)
1009254,Crusher Hogan
1010871,Micromax
1011310,Justin Hammer
1009151,Amiko
1009401,Lifeguard
1009602,Slipstream
1009201,Blok
1009460,Mr. Fixit
1010841,Zaran
1011098,Genis-Vell
1014991,Crusher Hogan (Ultimate)
1011362,Cottonmouth
1009238,Chronomancer
1010769,Rocket Racer
1012513,Gargoyle (Yuri Topolov)
1009637,Sunset Bain
1009640,Switch
1009647,Tarot
1009388,King Bedlam
1009688,Carmella Unuscione
1010343,Human Cannonball
1009741,Zombie (Simon Garth)
1009623,Morgan Stark
1011091,Hannibal King
1009203,Bloodscream
1011004,M.O.D.A.M.
1009569,Senator Kelly
1009481,Ogun
1010874,Slyde
1010930,Hobgoblin (Jason Macendale)
1011319,Ken Ellis
1009226,Cargill
1014985,Green Goblin (Barry Norman Osborn)
1009528,Randall
1009307,Force Works
1010995,Wolfsbane (Age of Apocalypse)
1009457,Mother Askani
1009341,Hemingway
1009455,Morg
1011342,Vance Astro
1010936,Jubilee (Age of Apocalypse)
1010973,Shadow King (Age of Apocalypse)
1010953,Mystique (Age of Apocalypse)
1011341,Starhawk (Stakar Ogord)
1010912,Callisto (Age of Apocalypse)
1009691,Vengeance (Michael Badilino)
1009566,Scream (Donna Diego)
1010987,Unus (Age of Apocalypse)
1011021,Phalanx
1011008,Morlocks
1014063,Night Thrasher (Dwayne Taylor)
1009582,Shinobi Shaw
1010848,Silhouette
1011071,Demogoblin
1011361,American Eagle (Jason Strongbow)
1009646,Talisman (Elizabeth Twoyoungmen)
1011150,Paibok
1011141,Cerise
1011330,Revanche
1009678,Tusk
1009248,Fabian Cortez
1017109,Black Widow/Natasha Romanoff (MAA)
1011034,Terror
1009510,PsyNapse
1009575,Shalla-bal
1010331,Monster Badoon
1011134,Microchip
1011073,Bloodaxe
1010928,Green Goblin (Harry Osborn)
1009218,Calypso
1010977,Lieutenant Marcus Stone
1010372,Warhawk (Mitchell Tanner)
1009635,Sumo
1009586,Shotgun
