comicID,characterID
68100,1009389
68146,1009268
68669,1011020
67692,1009610
69852,1009189
69852,1009515
69852,1010740
69148,1011336
67631,1009610
69902,1009391
69902,1010860
71526,1009610
71526,1016181
73708,1017577
73708,1009718
68321,1011023
68321,1009282
68321,1009280
68321,1009312
68321,1009454
68321,1009473
67702,1010801
69030,1017577
69030,1010860
69055,1010801
69055,1009707
68663,1017577
68663,1017078
68663,1009652
68397,1009220
68397,1009224
68397,1009338
68397,1009351
68397,1009368
68397,1009610
68397,1009664
68397,1009718
67999,1009241
67999,1009258
69365,1009189
69365,1009229
69365,1009515
67799,1010801
67799,1009165
68250,1009365
68618,1009351
68606,1011385
68606,1009262
68606,1010682
70940,1009299
67917,1009220
67841,1011197
67841,1011426
70234,1009243
70234,1009508
70234,1009472
70234,1009430
70234,1009629
70234,1009726
70091,1009277
70091,1009393
70091,1009482
70091,1009554
70091,1009705
68145,1009268
67319,1009229
67716,1009175
67716,1009337
67716,1009726
68295,1009282
68295,1009639
68325,1009282
68325,1009440
69490,1009268
69490,1009610
69416,1009313
69416,1009508
69416,1009546
65303,1009268
65303,1009610
62232,1009652
65813,1009327
65813,1009726
62191,1017583
62191,1011060
65277,1009214
65277,1009268
65277,1009632
65266,1011030
65266,1011348
65266,1011197
65815,1009327
65815,1009504
65815,1009726
65288,1009368
65288,1010324
65331,1009262
65331,1009282
65331,1009420
65331,1009473
65331,1010861
65331,1009610
65331,1009664
65300,1009365
65300,1009447
65320,1009187
65808,1009327
65808,1009718
65808,1009726
49113,1009515
65333,1009165
65333,1009299
65333,1009351
65333,1009610
65333,1009726
62137,1009239
62137,1009282
65268,1009187
65268,1009390
65326,1009165
65326,1009220
65326,1009282
65326,1009351
65326,1009356
65326,1009368
65326,1009407
65326,1009471
65326,1009552
65326,1009662
65326,1009707
65363,1009165
65363,1009167
65363,1009351
65812,1009257
65812,1009327
65812,1009726
65293,1017576
61124,1009165
61124,1010756
61124,1010701
61124,1009303
61124,1011299
61124,1009365
61124,1009726
65281,1011285
65281,1009387
65295,1009187
65295,1009610
65313,1009185
65313,1010787
65313,1009610
65746,1009262
65746,1011367
65746,1009708
65746,1009325
65746,1009610
61456,1011227
61456,1009165
61456,1009297
61456,1011300
61456,1017577
61456,1017078
61456,1016181
61456,1017576
61456,1009697
65279,1009282
65279,1009407
65279,1009571
61033,1017577
65312,1009165
65312,1009175
65312,1009356
65312,1009524
65312,1009546
65312,1009562
65312,1009707
65312,1009719
65709,1009241
65709,1009258
65709,1009389
65709,1009515
65709,1010747
65318,1011298
65318,1009243
65318,1009508
65318,1009472
65318,1009430
65318,1009629
65318,1009726
62150,1010763
62150,1011299
62150,1010733
65286,1011227
65310,1009338
65310,1010740
65275,1009262
65275,1009268
65275,1009367
65275,1009378
65275,1009389
65275,1009215
65283,1010801
65283,1011299
61530,1009338
61530,1010808
65329,1009268
65329,1009294
65329,1016825
62237,1011227
62237,1009167
62237,1017583
62237,1009277
62237,1009351
62237,1009393
62237,1009554
62237,1009705
62237,1009709
60890,1009153
60890,1009175
60890,1009257
60890,1009362
60890,1009417
60890,1009504
60890,1009573
60890,1009726
65274,1009268
65292,1009356
65292,1009610
65292,1009662
65291,1009215
65817,1009327
65817,1009554
65817,1009726
65838,1009220
65838,1009256
65838,1011001
65838,1009268
65838,1009718
65362,1009165
65362,1009351
65298,1010747
65276,1009214
65276,1009268
65276,1009632
65265,1011197
65853,1009265
65853,1009327
65853,1009726
65330,1009262
65330,1009268
65330,1009367
65330,1009378
65330,1009389
65330,1009215
65299,1009365
65299,1009385
65299,1009415
65299,1009447
65299,1017577
65299,1014528
62193,1017577
65319,1009187
60485,1010329
60485,1009407
60485,1009480
60485,1017576
65258,1011001
65258,1009722
61093,1009180
61093,1009407
61093,1009592
61093,1010860
59512,1009165
59512,1009664
65314,1009277
65314,1009393
65314,1009554
65314,1009705
65290,1009310
65290,1011428
65290,1009327
65290,1009387
65290,1009625
65297,1009365
65297,1011305
65497,1009165
65497,1011367
65497,1009487
65497,1009325
65497,1009571
65334,1009356
65334,1009372
65334,1009389
65334,1009610
65334,1009699
65280,1009190
60676,1017574
60676,1011299
60676,1009508
60676,1009662
60676,1009663
62234,1011346
62234,1011288
62234,1009610
65315,1009204
65315,1009726
65311,1009515
62128,1011227
62128,1017577
62128,1017078
62128,1016181
65259,1009610
65269,1009197
65269,1009214
65269,1009408
65269,1009580
65269,1009722
60444,1009195
60444,1009299
60444,1010799
60444,1009599
62208,1009268
62208,1010744
65272,1009262
65301,1009398
65301,1009583
56395,1010701
56395,1009303
65361,1009165
65361,1009170
65361,1009211
65361,1009220
65361,1009685
62213,1011104
62213,1010747
65335,1009172
65335,1009189
65335,1009389
65335,1009515
65282,1010735
65282,1011299
65282,1009477
65466,1009144
65466,1009220
65466,1009359
65466,1009368
65466,1011312
65466,1010726
65466,1009483
65466,1009535
65466,1009228
65466,1009599
65270,1009220
65289,1009367
65289,1009554
60690,1009281
65261,1010787
65261,1009610
46766,1011101
46766,1011016
46766,1009408
46766,1011068
46766,1009413
46766,1009499
46766,1009542
46766,1009580
46766,1009717
46766,1010739
45951,1009165
45951,1010366
45951,1009214
45951,1009220
45951,1009243
45951,1009277
45951,1009309
45951,1009337
45951,1011428
45951,1011086
45951,1009546
45951,1009724
45907,1009165
45907,1009685
43477,1009165
43477,1009726
46483,1009610
46751,1009718
43543,1009165
46944,1009313
46944,1009538
46944,1009494
46687,1009692
46687,1009663
43520,1009175
43520,1009184
43520,1009187
43520,1009282
43520,1009368
43520,1009459
43520,1009466
46639,1009182
46639,1009301
46639,1009512
46639,1009513
46639,1009614
46639,1009629
46639,1009726
46410,1011227
46410,1009351
46410,1009420
46410,1009578
46410,1009718
46030,1011367
46030,1009368
46030,1010682
46030,1009466
46030,1009577
46030,1011223
46030,1016452
46030,1009631
46030,1009662
46030,1009682
46030,1009707
45973,1009740
45973,1009220
36421,1009368
46482,1009610
46425,1011426
46425,1009718
46808,1009399
46808,1009535
46808,1009726
46046,1009268
46046,1009610
47135,1010803
47135,1011006
46671,1009153
46671,1009257
46671,1009267
46671,1009280
46671,1009310
46671,1009415
46671,1009417
46671,1011335
46671,1009625
46671,1009726
40501,1009262
43507,1009148
43507,1009268
43507,1009338
43507,1009508
43507,1009405
43507,1009608
46100,1009299
46100,1009539
46100,1009525
47317,1009588
47343,1009220
47343,1009384
40501,1009262
43507,1009148
43507,1009268
43507,1009338
43507,1009508
43507,1009405
43507,1009608
45950,1011297
45950,1010366
45950,1009214
45950,1009243
45950,1009277
45950,1009309
45950,1011428
45950,1011086
45950,1009724
45906,1009165
45906,1009685
42689,1009313
42689,1009546
42689,1009675
46209,1009368
46765,1011101
46765,1011016
46765,1009408
46765,1011068
46765,1009440
46765,1011056
46765,1009499
46765,1009542
46765,1011035
46765,1009580
46765,1009717
46765,1010739
45879,1009165
45879,1009223
45879,1010338
45879,1010771
45879,1009685
46508,1009664
46045,1009268
46852,1009664
43332,1009156
43332,1009220
43332,1009546
43332,1009562
43332,1009636
43332,1009664
43332,1009707
43332,1009718
43332,1009719
46446,1009167
46446,1009351
46446,1014528
43541,1009165
36422,1009368
46637,1009182
46637,1009301
46637,1009512
46637,1009629
46637,1009726
46719,1009471
46719,1009718
45823,1009165
45823,1009536
45823,1009313
45823,1009362
45823,1011386
45823,1009508
45823,1009465
45823,1009476
45823,1009554
45823,1009703
45823,1009718
45823,1009726
45905,1009165
45905,1009685
46764,1011101
46764,1011016
46764,1009408
46764,1011068
46764,1009440
46764,1011056
46764,1009499
46764,1009542
46764,1011035
46764,1009580
46764,1009717
46764,1010739
46481,1009276
46481,1009610
46881,1009652
42765,1010809
42765,1009338
42765,1010808
46208,1009368
46208,1010733
43476,1009165
43476,1009726
36423,1009368
46807,1009399
46807,1009726
46834,1009338
46834,1009407
46834,1009427
46834,1011424
46834,1009714
46834,1010698
47316,1009588
47316,1009664
43506,1009175
43506,1009351
43506,1009362
43506,1009368
43506,1009664
46424,1011426
43333,1009156
43333,1009220
43333,1009337
43333,1009384
43333,1009471
43333,1009495
43333,1009546
43333,1009562
43333,1009636
43333,1009664
43333,1009707
43333,1009718
43333,1009719
43519,1009175
43519,1009184
43519,1009187
43519,1009282
43519,1009368
43519,1009459
42691,1009313
42691,1009546
42691,1009675
46044,1009268
46669,1009153
46669,1009257
46669,1009280
46669,1009310
46669,1009415
46669,1009417
46669,1011335
46669,1009471
46669,1009625
46669,1009726
43540,1009165
43304,1010763
46099,1009299
46099,1009539
46099,1009525
47395,1009718
47395,1009726
45972,1009740
45972,1009220
40494,1009262
40494,1009626
46686,1009692
46686,1009663
45904,1009165
45904,1009685
47134,1010803
47134,1011006
46408,1011227
46408,1009351
46408,1009420
46408,1009578
46408,1009718
46763,1011101
46763,1011016
46763,1009408
46763,1011068
46763,1011056
46763,1009499
46763,1009542
46763,1009580
46763,1009717
46763,1010739
45949,1010366
45949,1009214
45949,1009243
45949,1009257
45949,1009277
45949,1009309
45949,1011086
45949,1009724
46806,1009399
46806,1009718
46806,1009726
42276,1009262
42276,1009515
46207,1009368
46029,1009239
46029,1011367
46029,1009282
46029,1011490
46029,1009367
46029,1009368
46029,1010682
46029,1011223
46029,1016452
46029,1009662
46029,1009670
46029,1009682
46480,1009165
46480,1011052
46480,1009610
46408,1011227
46408,1009351
46408,1009420
46408,1009578
46408,1009718
45904,1009165
45904,1009685
47134,1010803
47134,1011006
45878,1009165
45878,1009189
45878,1009685
43334,1009156
43334,1009384
43334,1009407
43334,1009480
43334,1009664
46098,1009195
46098,1009299
46098,1009539
46098,1009525
46507,1009664
37407,1009165
37407,1009685
46717,1009471
46717,1009718
46667,1009153
46667,1009257
46667,1009310
46667,1009415
46667,1009625
46667,1009726
43539,1009165
46444,1014528
37406,1009165
37406,1009215
37406,1009583
37406,1009685
37406,1009697
46479,1009165
46479,1009610
46043,1009268
46222,1009368
47070,1010969
46685,1009692
46685,1009663
46880,1009652
43475,1009165
43475,1009465
43475,1009554
43475,1009726
46832,1009338
46832,1009427
46832,1011424
46832,1009714
46832,1010698
46138,1010763
42695,1009313
42695,1009546
42695,1009675
43305,1010735
43305,1010763
43305,1010743
43305,1011299
43305,1009368
43305,1010744
43305,1010733
37405,1009165
37405,1009215
37405,1009583
37405,1009685
47145,1009610
45821,1009175
45821,1009733
45821,1009257
45821,1010907
45821,1009267
45821,1009313
45821,1009343
45821,1009362
45821,1010777
45821,1009327
45821,1011386
45821,1009472
45821,1009476
45821,1009554
45821,1009555
45821,1009718
45821,1009726
46805,1011291
46805,1009399
46805,1009726
47133,1010803
47133,1011006
46226,1009588
47073,1009299
47073,1009539
47073,1009685
47073,1009525
46423,1011426
46635,1009512
46635,1009629
46635,1009726
46832,1009338
46832,1009427
46832,1011424
46832,1009714
46832,1010698
46762,1011101
46762,1011016
46762,1009408
46762,1011068
46762,1009413
46762,1009440
46762,1009499
46762,1009542
46762,1011035
46762,1009580
46762,1011051
46762,1009717
46762,1010739
46042,1009268
43538,1009165
46028,1009239
46028,1010809
46028,1009262
46028,1011367
46028,1009282
46028,1011490
46028,1009367
46028,1009368
46028,1010682
46028,1009577
46028,1011223
46028,1009610
46028,1016452
46028,1009662
46028,1009670
46028,1009682
46478,1011242
46478,1009610
45970,1009740
45970,1009220
45990,1010338
43518,1009175
43518,1009184
43518,1009187
43518,1009282
43518,1009368
43518,1009459
43518,1009466
43518,1009720
43474,1009465
43474,1009554
43474,1011323
43474,1009726
46406,1011227
46406,1009578
46406,1009718
40506,1009262
40506,1009470
40506,1011490
45948,1010366
45948,1009214
45948,1009243
45948,1009257
45948,1009277
45948,1009309
45948,1009508
45948,1011086
45948,1009718
45948,1009724
47131,1010803
47131,1011006
47131,1010803
47131,1011006
46665,1009165
46665,1009257
46665,1009310
46665,1009415
46665,1009417
46665,1009726
46441,1009471
46441,1009648
46804,1011291
46804,1009399
46804,1009499
46804,1009718
46804,1009726
46713,1009718
46096,1009299
46096,1009539
46096,1009525
46506,1009664
47003,1009165
47003,1009189
47003,1009452
47003,1009685
45876,1009165
45876,1009189
45876,1009220
45876,1009338
45876,1009351
45876,1009368
45876,1009610
45876,1009608
45876,1009664
47697,1009165
47697,1009220
47697,1009351
47697,1009368
47697,1009664
38760,1009262
46684,1009663
43504,1009279
43504,1009367
43504,1009407
43504,1009447
43473,1009165
43473,1009359
43473,1009726
47001,1009165
47001,1009338
47001,1009610
47001,1009685
45945,1009214
45945,1009243
45945,1009277
45945,1009309
45945,1011428
45945,1011086
45945,1009718
45945,1009724
46476,1009610
46201,1009368
43537,1009165
43336,1009220
43336,1009337
43336,1009535
43336,1009546
43336,1009562
43336,1009664
43336,1009718
40554,1009588
40554,1009610
45820,1009536
45820,1009313
45820,1009362
45820,1011386
45820,1009472
45820,1009476
45820,1009718
45820,1009726
46829,1009220
46829,1009407
46829,1009562
46829,1010698
43336,1009220
43336,1009337
43336,1009535
43336,1009546
43336,1009562
43336,1009664
43336,1009718
40554,1009588
40554,1009610
45820,1009536
45820,1009313
45820,1009362
45820,1011386
45820,1009472
45820,1009476
45820,1009718
45820,1009726
46829,1009220
46829,1009407
46829,1009562
46829,1010698
46040,1009268
45989,1010338
46041,1009268
46027,1010809
46027,1009262
46027,1011367
46027,1011490
46027,1009367
46027,1009368
46027,1010682
46027,1009577
46027,1011223
46027,1009610
46027,1016452
46027,1009662
46027,1009682
46027,1009707
46474,1009610
40496,1009262
40496,1009470
45968,1009740
45968,1009220
46761,1011101
46761,1011016
46761,1009408
46761,1011068
46761,1009440
46761,1011056
46761,1009499
46761,1009542
46761,1011035
46761,1009580
46761,1011051
46761,1009717
46761,1010739
46633,1009512
46633,1009629
46633,1009726
46402,1011227
46402,1009578
46402,1009718
43536,1009165
43536,1011027
46848,1009610
41886,1009165
41886,1009189
41886,1009220
41886,1009338
41886,1009351
41886,1009608
41886,1009664
46434,1009189
46434,1009338
46434,1009471
47136,1009268
46094,1009299
46094,1009539
46094,1009525
45859,1009165
45859,1010890
45859,1010746
45859,1011376
45859,1009722
46422,1011426
46653,1009257
46653,1009310
46653,1009415
46653,1009417
46653,1011335
46653,1009471
46653,1011323
46653,1009726
41886,1009165
41886,1009189
41886,1009220
41886,1009338
41886,1009351
41886,1009608
41886,1009664
46434,1009189
46434,1009338
46434,1009471
40700,1010802
40700,1009175
40700,1009189
40700,1009223
40700,1009338
40700,1009663
46760,1011101
46760,1011016
46760,1009408
46760,1011068
46760,1009440
46760,1011056
46760,1009499
46760,1009542
46760,1011035
46760,1009580
46760,1011051
46760,1009717
46760,1010739
46683,1009663
46199,1009368
38763,1009262
46472,1009610
41137,1016181
45884,1009165
45884,1009697
43472,1009726
43535,1009165
43517,1009175
43517,1009184
43517,1009187
43517,1009220
43517,1009282
43517,1009368
43517,1009459
43517,1009466
46385,1009165
46385,1009515
40548,1009588
46469,1009708
46469,1009610
46801,1011291
46801,1009362
46801,1009399
46801,1009629
46801,1009726
42755,1010809
42755,1009338
42755,1010808
46458,1009592
46026,1009239
46026,1011367
46026,1011490
46026,1009368
46026,1009466
46026,1011223
46026,1016452
46026,1009631
46026,1009662
46026,1009670
46026,1009682
41114,1009220
41114,1010803
42693,1009313
46038,1009268
43337,1009209
43337,1009220
43337,1009337
43337,1009480
43337,1009535
43337,1009546
43337,1009562
43337,1009664
43337,1009718
46629,1009512
46629,1009629
46629,1009726
43533,1009165
45819,1009536
45819,1009313
45819,1011386
45819,1009476
45819,1009703
45819,1009718
45819,1009726
46824,1010698
43501,1009175
43501,1009220
43501,1009387
43501,1009610
43501,1009718
45988,1010338
46794,1009153
46794,1009233
46794,1009243
46794,1009277
46794,1009362
46794,1011179
46794,1009512
46794,1009629
46794,1009726
46025,1009239
46025,1011367
46025,1009282
46025,1011490
46025,1009368
46025,1011223
46025,1009662
46025,1009670
46025,1009682
46847,1009610
43471,1009508
43471,1009726
45966,1009220
40507,1009262
40507,1009470
40507,1009610
40507,1009627
46544,1010935
43516,1009184
43516,1009187
43516,1009220
43516,1009282
43516,1009459
43516,1009466
43516,1009624
46394,1009578
46394,1009718
46682,1009663
41882,1009165
41882,1009220
41882,1009261
41882,1009351
41882,1009368
41882,1009608
41882,1009664
46462,1009181
46462,1010371
46462,1009585
46462,1011032
46462,1009610
46296,1009165
46296,1009338
46296,1009664
46421,1011426
46502,1009664
40701,1010802
40701,1009175
40701,1009189
40701,1009223
40701,1009338
40701,1009663
46799,1009175
46799,1009399
46799,1009629
46799,1009718
46799,1009726
46337,1010758
46196,1009368
46196,1009494
38761,1009262
43512,1009175
43512,1009184
43512,1009187
43512,1009368
43512,1009459
43512,1009466
43470,1009726
41138,1009372
41138,1016181
46681,1009663
41115,1009220
41115,1009368
41115,1009664
41115,1010803
40559,1009588
45564,1009663
45686,1009399
45686,1009726
47218,1011426
42678,1010338
40702,1009175
40702,1009189
40702,1009223
40702,1009338
40702,1009663
45371,1009664
44769,1009214
44769,1009243
44769,1009277
44769,1009309
44769,1011428
44769,1011086
44769,1009724
40502,1009262
40502,1009470
40502,1009610
40502,1009616
43498,1009187
43498,1009313
43498,1009338
43498,1009629
42782,1010809
42782,1009338
42782,1010808
40761,1009220
40761,1016181
44797,1009740
44797,1009220
65267,1009184
61121,1009214
65264,1011227
65264,1009165
65264,1017577
65264,1017078
65264,1016181
65264,1009697
65287,1009365
65278,1009282
65278,1009407
60630,1009282
60630,1009720
65304,1009191
65304,1010719
65304,1009318
65304,1011035
65302,1016181
65317,1009243
65317,1009508
65317,1009472
65317,1009430
65317,1009629
65317,1009726
65284,1009338
65284,1010808
59887,1009165
59887,1009189
59887,1009220
59887,1009338
59887,1009351
59887,1009368
59887,1009664
59887,1009685
65263,1009159
65263,1009182
65263,1009313
65263,1009465
65263,1009504
65263,1009512
65263,1009546
65263,1009573
65263,1009726
65335,1009172
65335,1009189
65335,1009389
65335,1009515
65282,1010735
65282,1011299
65282,1009477
65466,1009144
65466,1009220
65466,1009359
65466,1009368
65466,1011312
65466,1010726
65466,1009483
65466,1009535
65466,1009228
65466,1009599
65360,1009165
65360,1010906
65360,1009211
65360,1009220
65360,1009685
65127,1010801
65127,1009165
65127,1009189
65127,1009220
65127,1009282
65127,1009297
65127,1011299
65127,1009338
65127,1009351
65127,1009359
65127,1009368
65127,1009562
65127,1009610
65127,1009664
65127,1009697
65064,1011020
55659,1009592
65128,1009187
65128,1009220
65128,1010338
65128,1009359
65128,1009466
65128,1016181
65128,1011307
62102,1009417
62102,1009708
62102,1009610
62102,1009726
65097,1009385
65097,1009415
65097,1017577
65097,1014528
65111,1010787
62180,1009378
62180,1009215
62180,1011335
62180,1009552
65082,1009310
65088,1009452
65138,1009156
65138,1009281
65138,1009327
65138,1009387
65138,1010969
65138,1009709
65138,1009726
56273,1010701
62133,1009262
62133,1010785
62133,1009389
62133,1009215
62133,1009583
62133,1009675
65115,1009204
62093,1009208
62093,1011299
62093,1009722
60493,1009156
60493,1009214
60493,1009257
60493,1009365
60493,1009417
60493,1009505
60493,1009573
60493,1010738
60493,1009726
65381,1009165
65381,1009189
65381,1009220
65381,1009338
65381,1009351
65381,1009368
65381,1009664
65099,1009590
65083,1009215
65080,1009368
65080,1009708
65080,1010324
65060,1009197
65060,1009214
65060,1009279
65060,1009568
65060,1009580
65060,1009722
49112,1009229
65119,1011227
65119,1009220
65119,1017575
65119,1010338
65119,1009338
65119,1010808
65119,1009351
65119,1009368
65119,1009327
65119,1017577
65119,1009610
65119,1016181
65119,1009664
65119,1017576
65119,1009718
65119,1009722
62141,1009282
62141,1009714
65117,1009243
65117,1009508
65117,1009472
65117,1009430
65117,1009629
65117,1009726
65059,1009187
65059,1009390
61709,1009652
61362,1009708
61362,1009537
61362,1009610
65073,1011285
65073,1009357
65076,1011299
65076,1009652
65136,1009359
65136,1009417
65062,1010370
65062,1009189
65062,1010338
60517,1011001
60517,1009722
60723,1009356
60723,1009662
65094,1009365
61130,1009466
61130,1009471
65102,1009268
65102,1009610
62149,1010735
62149,1010763
62149,1011076
62149,1011299
62149,1010733
65121,1009268
65121,1009452
65121,1009515
65134,1010803
62164,1009281
62164,1010324
65380,1009165
65380,1009189
65380,1009220
65380,1009351
65380,1009368
65380,1009664
65070,1009282
65070,1009407
65053,1011220
65053,1009610
65137,1009243
65137,1009359
65137,1009508
65137,1009415
65137,1009472
65137,1009482
65137,1009726
61287,1010808
61287,1009722
65114,1009508
65114,1009408
65114,1009448
65114,1009472
65114,1009726
65075,1011299
65075,1009477
65120,1009171
65120,1009187
65120,1009214
65120,1009277
65120,1009340
65120,1009390
65120,1010805
65120,1009581
64963,1009610
64963,1016181
65086,1017576
65084,1009187
65057,1011197
65090,1009610
65126,1009215
65113,1009277
65113,1009393
65113,1009554
65113,1009705
65113,1009722
61455,1009165
61455,1010756
61455,1009697
62110,1009165
62110,1017575
62110,1009281
62110,1009343
62110,1017576
62110,1009697
65078,1011227
65068,1009262
65068,1009268
65068,1009288
65068,1009367
65068,1009378
65068,1009389
65068,1009215
65109,1009471
65109,1009515
65109,1009552
65096,1017583
65096,1009385
65096,1009415
65096,1009447
65096,1017577
65096,1014528
65067,1009268
65379,1009165
65379,1009220
65379,1009368
65087,1009452
65093,1009365
47218,1011426
45686,1009399
45686,1009726
44769,1009214
44769,1009243
44769,1009277
44769,1009309
44769,1011428
44769,1011086
44769,1009724
40502,1009262
40502,1009470
40502,1009610
40502,1009616
42678,1010338
40702,1009175
40702,1009189
40702,1009223
40702,1009338
40702,1009663
45371,1009664
43498,1009187
43498,1009313
43498,1009338
43498,1009629
40761,1009220
40761,1016181
42782,1010809
42782,1009338
42782,1010808
44797,1009740
44797,1009220
41880,1009165
41880,1009220
41880,1009351
41880,1009368
41880,1009610
41880,1009608
41880,1009664
45421,1010935
44761,1009165
44761,1009214
44761,1009243
44761,1009277
44761,1009309
44761,1011428
44761,1011086
44761,1009724
45042,1009368
45042,1009494
45159,1009165
45159,1009338
47159,1009208
47159,1009267
41241,1009718
40785,1009239
40785,1011367
40785,1009282
40785,1011490
40785,1009368
40785,1011223
40785,1016452
40785,1009682
40785,1009707
44927,1009299
44927,1009539
44927,1009525
41173,1011426
45037,1009304
45037,1009368
45037,1009494
38758,1009262
43468,1009726
44580,1009175
42770,1010809
42770,1009338
42770,1010808
45681,1009262
45681,1009277
45681,1011022
45681,1009726
45442,1010913
45442,1010935
45442,1010803
43528,1009165
44870,1009268
45037,1009304
45037,1009368
45037,1009494
38758,1009262
43468,1009726
44580,1009175
40128,1009610
42688,1009313
43495,1009189
43495,1009368
43495,1009508
43495,1009405
43495,1009494
43495,1009546
43495,1011323
44455,1009399
44455,1009726
43338,1009209
43338,1009220
43338,1009297
43338,1009337
43338,1009368
43338,1009535
43338,1009546
43338,1009562
43338,1009610
43338,1009664
43338,1009718
40746,1009165
40746,1009282
40746,1009215
40707,1009223
40707,1009338
40707,1009663
44206,1009664
43467,1009508
43467,1009718
43467,1009726
40120,1009165
40120,1009220
40120,1009708
40120,1009610
40120,1009718
43722,1009220
43320,1009227
43320,1011426
43320,1009663
42672,1010338
40762,1009220
40762,1016181
43803,1009268
40504,1009262
40808,1009536
40808,1009313
40808,1009362
40808,1011386
40808,1009476
40808,1009703
40808,1009718
40808,1009726
40407,1009165
40407,1009220
40407,1010926
40407,1009368
40407,1009664
40407,1009707
40407,1009719
42764,1010809
42764,1009338
42764,1010808
43911,1009351
43801,1009268
40557,1009588
40786,1010699
40786,1010371
40786,1011367
40786,1011490
40786,1009382
40786,1009215
40786,1010851
40786,1009420
40786,1010347
40786,1011035
40786,1011223
40786,1010693
40786,1016452
40786,1010360
41243,1010701
41243,1009718
43952,1009368
43952,1009494
40446,1009268
40446,1009472
40446,1009512
40446,1009718
40446,1009726
41884,1009165
41884,1009220
41884,1009351
41884,1009368
41884,1009610
41884,1009608
41884,1009664
40127,1009389
40127,1009610
40769,1009189
40769,1009220
40769,1009261
40769,1009338
40769,1009368
40769,1009664
40769,1010803
43284,1009175
43284,1009208
43284,1009362
43284,1009508
43284,1009387
43284,1009430
43284,1009629
43284,1009703
43284,1009718
43284,1009726
40733,1009165
40733,1009282
40733,1009378
40733,1009215
43462,1009310
43462,1009508
43462,1009417
43462,1009726
43831,1009299
40627,1009227
40627,1011426
40627,1009663
44451,1009399
